Row;ALPL;C3.2;CCL3;CD274;CHIT1;CST7;GZMB;HBA1.HBB;HGF;HP;IL18R1;IL18RAP;LAG3;LCN2;LTF;MMP8;MPO;OSM;PGLYRP1;PLXNC1;RETN;S100A9;SERPINA1;SLPI
R1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
R2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
